# distance  frequency (bands are separated by blank lines)
# End points of segments: 
#   0.00000000 0.21336410 
0.157889  8.692200 
0.160023  8.685205 
0.162157  8.678271 
0.164290  8.671419 
0.166424  8.664671 
0.168558  8.658048 
0.170691  8.651571 
0.172825  8.645261 
0.174958  8.639138 
0.177092  8.633220 
0.179226  8.627528 
0.181359  8.622079 
0.183493  8.616891 
0.185627  8.611981 
0.187760  8.607364 
0.189894  8.603058 
0.192028  8.599075 
0.194161  8.595429 
0.196295  8.592132 
0.198429  8.589197 
0.200562  8.586631 
0.202696  8.584446 
0.204829  8.582647 
0.206963  8.581241 
0.209097  8.580234 
0.211230  8.579628 
0.213364  8.579425 


0.000000  9.237063 
0.002134  9.237076 
0.004267  9.237123 
0.006401  9.237217 
0.008535  9.237373 
0.010668  9.237611 
0.012802  9.237950 
0.014936  9.238414 
0.017069  9.239027 
0.019203  9.239820 
0.021336  9.240820 
0.023470  9.242062 
0.025604  9.243580 
0.027737  9.245411 
0.029871  9.247591 
0.032005  9.250161 
0.034138  9.253161 
0.036272  9.256631 
0.038406  9.260613 
0.040539  9.265147 
0.042673  9.270274 
0.044806  9.276032 
0.046940  9.282460 
0.049074  9.289592 
0.051207  9.297462 
0.053341  9.306099 
0.055475  9.315530 
0.057608  9.325778 
0.059742  9.336859 
0.061876  9.348790 
0.064009  9.361578 
0.066143  9.375228 
0.068277  9.389738 
0.070410  9.405105 
0.072544  9.421315 
0.074677  9.414969 
0.076811  9.399451 
0.078945  9.384093 
0.081078  9.368919 
0.083212  9.353951 
0.085346  9.339208 
0.087479  9.324705 
0.089613  9.310455 
0.091746  9.296467 
0.093880  9.282746 
0.096014  9.269292 
0.098147  9.256105 
0.100281  9.243177 
0.102415  9.230498 
0.104548  9.218053 
0.106682  9.205825 
0.108816  9.193789 
0.110949  9.181922 
0.113083  9.170193 
0.115217  9.158570 
0.117350  9.147017 
0.119484  9.135499 
0.121618  9.123976 
0.123751  9.112409 
0.125885  9.100757 
0.128018  9.088983 
0.130152  9.077046 
0.132286  9.064912 
0.134419  9.052545 
0.136553  9.039916 
0.138687  9.026997 
0.140820  9.013765 
0.142954  9.000202 
0.145088  8.986295 
0.147221  8.972037 
0.149355  8.957427 
0.151488  8.942469 
0.153622  8.927175 
0.155756  8.911562 
0.157889  8.895655 
0.160023  8.879485 
0.162157  8.863089 
0.164290  8.846511 
0.166424  8.829802 
0.168558  8.813019 
0.170691  8.796222 
0.172825  8.779481 
0.174958  8.762868 
0.177092  8.746459 
0.179226  8.730336 
0.181359  8.714582 
0.183493  8.699285 
0.185627  8.684532 
0.187760  8.670413 
0.189894  8.657016 
0.192028  8.644430 
0.194161  8.632740 
0.196295  8.622028 
0.198429  8.612372 
0.200562  8.603845 
