# distance  frequency (bands are separated by blank lines)
# End points of segments: 
#   0.00000000 0.19304370 
0.071426  7.879727 
0.073357  7.882405 
0.075287  7.885272 
0.077217  7.888304 
0.079148  7.891477 
0.081078  7.894768 
0.083009  7.898151 
0.084939  7.901604 
0.086870  7.905103 
0.088800  7.908625 
0.090731  7.912147 
0.092661  7.915649 
0.094591  7.919109 
0.096522  7.922509 
0.098452  7.925827 
0.100383  7.929046 
0.102313  7.932148 
0.104244  7.935113 
0.106174  7.937926 
0.108105  7.940568 
0.110035  7.943023 
0.111965  7.945275 
0.113896  7.947308 
0.115826  7.949106 
0.117757  7.950656 
0.119687  7.951942 
0.121618  7.952953 
0.123548  7.953676 
0.125478  7.954100 
0.127409  7.954215 
0.129339  7.954014 
0.131270  7.953490 
0.133200  7.952639 
0.135131  7.951458 
0.137061  7.949946 
0.138991  7.948107 
0.140922  7.945944 
0.142852  7.943465 
0.144783  7.940680 
0.146713  7.937601 
0.148644  7.934246 
0.150574  7.930632 
0.152504  7.926782 
0.154435  7.922720 
0.156365  7.918476 
0.158296  7.914080 
0.160226  7.909567 
0.162157  7.904972 
0.164087  7.900335 
0.166018  7.895698 
0.167948  7.891104 
0.169878  7.886597 
0.171809  7.882224 
0.173739  7.878031 
0.175670  7.874064 
0.177600  7.870369 
0.179531  7.866988 
0.181461  7.863964 
0.183392  7.861334 
0.185322  7.859133 
0.187252  7.857389 
0.189183  7.856127 
0.191113  7.855362 
0.193044  7.855107 


0.000000  7.892924 
0.001930  7.892859 
0.003861  7.892660 
0.005791  7.892321 
0.007722  7.891842 
0.009652  7.891222 
0.011583  7.890463 
0.013513  7.889572 
0.015444  7.888556 
0.017374  7.887423 
0.019304  7.886185 
0.021235  7.884855 
0.023165  7.883449 
0.025096  7.881982 
0.027026  7.880472 
0.028957  7.878938 
0.030887  7.877401 
0.032817  7.875882 
0.034748  7.874401 
0.036678  7.872983 
0.038609  7.871649 
0.040539  7.870422 
0.042470  7.869326 
0.044400  7.868382 
0.046330  7.883658 
0.048261  7.905400 
0.050191  7.928184 
0.052122  7.951999 
0.054052  7.976828 
0.055983  8.002653 
0.057913  8.029451 
0.059844  8.057194 
0.061774  8.085850 
0.063704  8.115387 
0.065635  8.145765 
0.067565  8.176944 
0.069496  8.208881 
0.071426  8.241529 
0.073357  8.274841 
0.075287  8.308766 
0.077217  8.343254 
0.079148  8.378251 
0.081078  8.413706 
0.083009  8.449564 
0.084939  8.485772 
0.086870  8.522275 
0.088800  8.559022 
0.090731  8.595959 
0.092661  8.633034 
0.094591  8.670197 
0.096522  8.707397 
0.098452  8.744588 
0.100383  8.781720 
0.102313  8.818750 
0.104244  8.855632 
0.106174  8.892323 
0.108105  8.928784 
0.110035  8.964974 
0.111965  9.000855 
0.113896  9.036391 
0.115826  9.071545 
0.117757  9.106286 
0.119687  9.140579 
0.121618  9.174393 
0.123548  9.207698 
0.125478  9.240465 
0.127409  9.272666 
0.129339  9.304273 
0.131270  9.335260 
0.133200  9.365600 
0.135131  9.395269 
0.137061  9.424242 
0.138991  9.452496 
0.140922  9.480006 
0.142852  9.506751 
0.144783  9.532706 
0.146713  9.557851 
0.148644  9.582163 
0.150574  9.605622 
0.152504  9.628206 
0.154435  9.649895 
0.156365  9.670670 
0.158296  9.690510 
0.160226  9.709398 
0.162157  9.727315 
0.164087  9.744242 
0.166018  9.760164 
0.167948  9.775064 
0.169878  9.788926 
0.171809  9.801736 
0.173739  9.813481 
0.175670  9.824147 
0.177600  9.833723 
0.179531  9.842198 
0.181461  9.849562 
0.183392  9.855808 
0.185322  9.860929 
0.187252  9.864917 
0.189183  9.867770 
0.191113  9.869482 
0.193044  9.870054 


